,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,10,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,7,10,0,2,1,0,0,0,11,1,0,0,0,0,0,7,0,7,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,7,0,0,3,3,0,0,9,0,3,0,0,0,3,0,8,0,0,0,0,0,3,0,3,0,0,0,0,0,2,3,0,0,3,0,0,0,3,0,3
3,0,0,0,6,9,5,6,0,0,0,4,7,0,0,0,0,0,2,3,2,9,5,2,0,0,0,0,0,0,0,0,0,4,5,0,5,0,0,0,2,4,0,2,5,0,0,0,7,2,2,0,0,2,0,0,8,0,0,0,0,2,2,2,2,0,0,0,0,5,4,0,0,2,0,0,0,2,0,2
4,0,0,0,0,5,11,6,5,1,0,1,1,3,0,0,0,0,3,0,6,7,14,4,0,0,0,0,0,0,0,0,0,1,5,4,2,1,0,0,3,0,0,5,7,2,0,0,0,12,2,0,0,5,0,0,1,5,0,0,0,5,1,7,1,0,0,0,0,2,10,1,0,5,0,0,0,5,0,5
5,0,0,0,0,0,1,7,3,1,0,0,0,9,0,0,0,0,0,0,0,2,4,14,4,0,8,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,8,0,1,5,0,0,0,2,9,10,0,0,3,0,0,0,4,8,0,0,3,0,4,0,0,0,0,0,0,7,0,0,13,3,0,0,13,3
6,0,0,0,8,0,0,0,15,7,0,0,0,0,8,0,0,0,0,0,0,0,1,4,11,3,0,7,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,7,0,0,2,0,0,0,10,6,9,0,0,1,4,0,0,1,5,0,0,2,8,3,0,0,0,0,0,0,9,0,3,12,2,0,3,12
7,0,0,0,2,5,0,0,5,16,6,0,0,0,0,3,0,0,0,0,0,0,0,0,1,10,0,0,3,15,5,0,0,0,0,0,0,0,0,15,5,0,0,0,5,0,0,0,0,0,2,7,5,7,0,0,2,1,0,0,0,3,0,0,4,7,0,0,0,0,0,0,0,7,0,2,8,0,0,2
8,0,0,0,0,2,2,0,0,6,14,4,0,0,0,0,3,0,0,0,0,0,0,0,2,1,10,0,1,5,15,5,0,0,0,0,0,2,0,5,13,5,0,0,0,5,0,0,0,0,0,2,7,1,5,0,0,2,3,0,2,0,3,0,0,4,8,7,0,0,0,0,1,0,7,0,3,4,0,0
9,0,0,0,0,0,6,7,0,0,4,19,9,0,0,0,0,3,1,0,1,1,1,0,0,0,0,7,0,0,5,12,2,5,5,0,4,0,2,0,6,10,1,1,1,0,2,0,0,1,0,0,0,8,0,2,0,0,0,0,0,3,0,4,0,0,2,5,7,4,1,0,0,2,0,4,0,4,0,1
10,0,0,0,0,0,0,3,6,0,0,9,26,16,7,0,0,0,1,8,0,0,0,0,0,1,0,1,6,0,3,5,12,2,2,4,0,2,0,0,0,7,7,0,0,4,0,1,0,0,0,0,1,0,5,3,0,0,0,0,0,0,2,0,3,1,0,1,3,3,1,8,0,0,0,7,3,0,1,0
11,0,0,0,0,0,0,0,0,2,0,0,16,34,24,12,0,0,0,0,5,0,0,0,0,0,9,0,1,3,0,0,2,8,0,0,0,0,0,0,0,0,15,5,0,0,2,0,0,0,0,8,0,0,0,3,0,0,0,8,0,0,0,0,0,1,1,0,1,0,0,0,6,0,8,0,7,0,8,0
12,0,0,0,0,0,2,1,0,1,0,1,6,22,31,22,12,0,3,0,3,10,5,0,0,0,0,7,0,0,0,0,0,3,9,0,2,0,0,0,3,0,5,20,10,0,0,1,0,5,0,0,6,5,0,0,4,0,0,0,4,5,0,5,0,0,0,0,0,3,5,0,0,11,1,5,0,12,2,13
13,0,0,0,0,5,0,2,0,0,0,0,0,12,21,30,21,12,2,2,0,2,9,5,0,0,0,0,9,0,0,0,0,0,3,14,4,1,5,0,0,2,0,10,19,9,0,5,0,0,3,0,0,5,4,0,0,3,0,0,0,3,10,0,3,0,2,0,0,0,2,4,0,1,9,0,7,2,10,3
14,0,0,0,2,0,1,0,4,0,0,0,0,2,12,20,30,20,11,2,1,0,0,7,4,1,0,1,0,6,0,0,0,0,0,4,10,3,0,2,0,1,0,0,7,19,9,0,2,0,2,1,1,0,3,4,0,0,2,0,0,0,1,7,2,4,0,3,0,0,0,2,14,4,0,9,0,4,0,7
15,0,10,10,0,1,0,0,0,0,10,0,0,0,2,8,19,29,19,8,0,0,0,0,6,3,0,0,0,0,5,0,0,0,0,0,1,9,2,0,0,0,0,0,0,9,29,19,7,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,4,1,3,0,2,0,0,0,4,10,2,0,8,0,2,0
16,0,0,7,9,0,6,4,0,0,0,14,4,0,0,0,9,18,31,21,10,2,2,0,0,3,0,0,0,0,0,1,0,4,4,0,5,0,8,0,2,0,0,2,2,0,19,28,18,9,0,0,0,2,0,7,2,0,0,0,0,2,0,2,0,1,0,0,0,7,2,0,0,6,6,0,0,10,0,4
17,0,0,0,6,8,0,3,3,0,0,4,21,11,7,0,0,8,19,38,28,16,2,0,0,1,0,1,0,0,3,0,1,0,1,3,0,3,0,5,0,3,0,0,0,5,9,18,24,15,8,0,1,0,0,3,4,2,0,0,0,0,1,0,1,1,0,0,0,0,4,9,0,0,3,13,3,0,7,0
18,0,0,0,0,5,10,1,2,4,0,1,11,17,8,5,0,0,11,28,41,33,23,11,0,0,0,0,0,0,0,0,0,2,1,0,5,0,2,0,8,0,0,5,5,0,1,8,16,29,19,7,0,6,0,0,4,1,0,0,0,5,0,6,0,0,0,0,0,2,5,1,6,5,0,3,10,8,0,12
19,0,0,0,0,0,7,11,1,3,0,1,1,7,14,6,2,0,3,18,31,46,38,28,16,2,0,0,0,0,0,0,0,1,3,0,2,1,0,0,3,6,0,5,10,2,0,0,6,21,28,18,6,5,2,0,1,1,0,0,0,5,4,5,5,0,0,0,0,2,7,2,0,11,1,0,0,15,5,5
20,0,0,0,0,0,2,8,10,2,0,1,0,0,4,12,3,0,3,8,21,36,51,41,29,15,0,0,0,0,0,0,0,1,2,2,2,0,0,0,3,1,2,5,10,7,0,0,0,11,20,24,16,11,1,0,1,0,0,0,0,5,4,9,4,3,0,0,0,2,7,4,0,5,7,0,0,5,11,10
21,0,0,0,0,0,0,0,6,7,1,0,1,0,0,2,18,8,0,3,11,24,37,50,43,33,21,7,0,0,1,6,6,0,0,1,0,4,0,0,0,5,0,0,2,11,6,0,0,1,9,17,26,16,10,2,0,7,2,0,2,0,4,1,7,6,2,0,0,0,0,7,4,0,2,7,0,0,2,8
22,0,0,0,8,0,0,0,8,10,4,0,0,0,0,0,8,16,8,0,3,14,25,36,47,42,32,20,6,2,0,0,4,5,0,0,0,0,2,2,0,0,2,0,0,1,8,4,0,0,9,7,16,25,15,8,6,0,4,0,0,1,0,3,9,6,4,0,0,0,0,0,9,3,0,1,5,0,0,1
23,0,0,0,0,13,3,0,0,6,9,4,0,0,0,0,0,8,15,7,0,4,13,25,37,46,40,31,22,12,1,0,0,4,5,5,0,0,5,0,1,0,0,1,0,0,0,13,3,0,0,7,6,15,24,14,6,5,0,2,0,0,6,0,1,8,8,4,0,0,0,0,0,8,1,0,3,4,0,0
24,0,0,0,0,3,9,0,0,0,5,5,2,0,0,0,2,0,5,13,3,0,3,13,33,37,45,40,31,21,11,3,2,0,0,4,1,8,0,0,0,1,0,0,0,0,0,3,9,0,0,0,7,5,14,23,13,8,13,3,10,0,0,2,0,1,8,10,2,0,0,0,0,0,7,0,0,0,3,0
25,0,0,0,0,2,0,7,0,0,0,3,4,2,0,0,0,3,0,4,11,1,0,4,23,33,37,45,45,35,23,10,2,0,0,2,1,1,10,0,0,0,1,0,0,0,0,2,2,6,0,0,0,4,4,14,20,12,8,13,3,7,2,0,0,0,6,9,11,1,0,0,0,0,0,6,5,0,0,0
26,0,0,0,0,2,0,0,5,0,0,0,2,4,1,0,0,1,1,0,2,8,0,1,13,23,33,37,50,41,35,25,13,0,0,2,0,1,3,6,0,0,0,0,0,0,0,2,1,0,4,0,0,0,3,4,11,19,12,8,13,3,9,0,0,0,5,7,10,8,0,0,0,0,0,0,11,2,0,0
27,0,0,0,8,0,1,0,8,9,0,0,0,0,3,0,0,0,1,0,0,1,7,0,3,12,23,32,40,52,42,33,23,12,2,0,1,0,0,5,6,0,0,0,0,0,0,0,0,0,8,1,0,0,0,1,8,9,16,9,5,12,2,8,8,0,0,3,5,9,7,0,2,0,0,0,1,10,0,0
28,0,0,0,0,7,0,0,0,5,8,0,0,0,0,0,6,0,0,1,0,0,0,6,2,5,13,25,31,42,53,48,39,29,17,3,0,3,0,0,3,8,0,0,0,1,0,0,0,0,0,5,3,0,0,1,0,14,11,13,11,2,11,1,6,10,0,0,2,1,6,7,0,0,0,0,0,0,7,0
29,0,0,0,0,0,3,0,0,0,4,5,0,0,0,0,6,5,0,0,0,0,0,0,8,4,3,15,24,32,43,59,54,44,32,18,2,2,2,0,0,5,5,0,0,1,0,0,0,0,0,0,7,0,0,1,0,6,16,8,15,8,1,8,0,8,9,0,0,0,0,6,7,0,0,0,0,0,0,4
30,0,0,0,0,0,0,0,0,0,0,1,8,0,3,0,1,5,3,3,0,0,0,0,0,10,2,5,15,22,38,49,60,51,41,31,21,9,1,0,0,2,3,2,0,6,0,0,0,0,0,0,2,4,0,6,0,1,6,14,7,12,7,0,6,2,8,9,0,0,0,3,6,4,0,3,0,0,0,0
31,0,0,0,0,0,0,0,0,0,0,0,8,5,7,0,0,0,3,10,1,0,0,0,0,1,7,3,5,12,28,38,50,57,48,40,30,19,9,0,0,1,0,0,0,3,3,0,0,0,0,0,1,0,1,3,3,0,0,4,12,4,11,4,0,7,1,7,7,0,0,7,3,3,1,7,2,0,0,0
32,0,0,0,8,0,0,0,8,4,0,0,0,5,4,4,0,0,0,2,10,0,0,0,0,0,0,6,1,7,18,26,36,49,56,46,39,29,17,11,1,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,7,1,0,0,2,11,2,10,12,2,5,0,5,6,0,0,9,2,0,0,5,1,0,0
33,0,0,0,0,8,0,0,0,5,3,0,0,0,3,3,3,5,0,0,1,8,0,5,0,0,0,0,7,0,8,17,26,37,49,56,46,37,29,19,10,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,0,1,11,1,8,11,3,4,5,4,4,0,0,7,2,0,1,3,1,0
34,0,0,0,0,0,10,1,0,0,2,4,0,0,0,1,1,2,12,2,7,4,11,1,1,0,0,0,0,6,0,7,15,27,38,48,58,48,36,28,26,16,4,3,3,0,0,0,0,3,0,0,8,3,0,0,0,0,2,0,0,3,1,14,4,8,9,1,3,7,7,2,0,3,4,0,0,4,0,4
35,0,0,0,0,0,0,6,0,0,0,0,1,8,0,0,0,1,2,9,0,3,1,11,1,0,8,0,0,0,4,0,5,15,24,36,48,57,47,35,25,24,24,14,2,1,0,0,0,0,0,8,0,4,1,0,0,0,0,10,0,0,1,4,11,2,8,9,1,0,3,4,0,0,11,1,0,0,12,2
36,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,2,0,0,0,5,0,0,1,19,9,0,8,0,0,0,6,2,5,12,23,38,56,56,46,34,25,23,20,10,1,0,0,0,0,0,0,8,0,3,0,0,2,8,0,18,8,0,0,1,11,2,10,7,0,0,1,3,0,1,9,1,0,2,8
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,3,0,5,9,18,9,0,9,0,0,0,5,2,5,13,26,42,56,53,45,35,25,21,18,9,0,0,0,0,0,0,0,6,0,2,0,0,0,8,8,16,8,0,0,1,12,2,15,6,0,0,0,1,0,0,10,0,0,0
38,0,10,10,0,0,0,0,0,0,10,0,0,0,0,0,4,0,4,0,0,0,0,0,4,8,16,8,0,5,0,0,0,2,0,4,16,30,42,52,50,44,34,22,17,17,19,9,0,0,0,0,0,0,16,6,0,0,0,0,7,6,15,5,0,0,2,10,5,12,2,0,0,0,0,0,0,6,0,0
39,0,0,9,7,0,0,0,0,0,0,6,0,0,0,0,2,2,0,2,0,0,0,0,8,4,7,16,8,0,4,2,2,0,0,0,6,24,32,40,48,50,43,33,21,16,16,18,8,0,0,0,0,0,6,15,5,2,8,0,8,3,5,11,2,0,0,4,8,2,8,0,0,0,0,0,0,0,5,0
40,0,0,0,17,7,0,0,8,4,0,0,5,0,0,0,0,0,2,0,2,0,0,0,0,7,1,6,14,10,0,2,0,1,0,0,0,14,22,34,40,47,47,42,32,20,13,14,15,7,8,0,0,0,0,5,19,9,0,5,0,7,1,4,19,9,0,0,2,7,1,7,2,0,0,0,0,0,0,4
41,0,0,0,7,16,6,0,0,3,3,0,0,4,0,0,2,0,0,0,0,0,0,0,8,0,6,1,6,9,9,2,4,0,0,0,0,8,13,24,30,40,46,43,38,31,21,12,10,11,4,7,0,0,0,0,9,21,17,7,13,3,6,0,9,19,9,2,0,0,3,0,6,0,0,0,0,0,0,0
42,0,0,0,0,6,12,3,0,0,0,0,7,0,11,1,0,0,0,7,0,0,0,0,0,9,0,7,0,3,12,9,2,1,0,0,0,0,7,14,22,31,37,43,40,41,31,20,10,7,10,1,8,0,0,3,0,11,19,14,5,10,2,3,0,10,18,8,0,0,0,10,0,3,0,7,0,0,0,0
43,0,0,0,0,2,3,10,1,0,0,0,0,7,1,10,0,1,0,0,5,0,0,1,0,0,9,0,12,2,3,11,8,0,0,2,0,0,2,4,12,22,31,34,40,40,40,33,23,11,5,10,1,5,0,0,0,1,11,19,14,4,12,2,1,0,15,19,9,0,0,0,9,0,3,0,12,2,0,0
44,0,0,0,0,0,0,0,9,0,0,0,1,0,8,0,12,2,1,1,0,3,0,0,1,7,0,16,6,11,4,5,13,5,0,0,0,0,0,1,4,19,21,29,32,42,39,39,30,21,11,3,17,7,4,2,0,2,1,9,19,12,3,10,1,8,5,15,18,8,0,1,1,7,0,4,2,10,0,0
45,0,0,0,2,0,0,0,2,10,0,0,0,0,0,3,2,9,1,0,0,0,1,0,0,0,4,6,12,21,11,1,3,10,2,0,0,0,0,15,5,9,16,19,27,32,38,36,34,28,23,13,7,15,5,1,3,0,0,0,9,17,9,1,12,2,4,5,12,15,6,0,0,0,4,0,0,0,7,0
46,0,0,0,0,1,2,1,0,3,6,1,0,0,0,0,0,0,12,2,3,5,5,0,0,0,0,2,3,11,18,8,0,4,11,1,2,0,0,5,18,8,6,21,24,24,28,37,34,39,29,19,11,12,11,2,2,0,0,0,0,14,16,14,4,10,0,0,3,14,20,10,0,5,0,1,0,5,0,12
47,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,11,1,0,1,4,2,0,0,0,3,1,11,18,8,0,1,11,1,4,0,0,8,18,8,11,17,24,22,28,35,30,37,29,19,7,10,11,1,2,2,0,2,4,14,12,12,4,11,7,0,4,10,19,11,1,5,0,2,0,5,2
48,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,2,9,0,0,0,6,4,0,2,0,0,2,17,24,14,2,1,7,3,3,0,0,10,15,5,8,18,23,21,25,32,28,34,31,21,9,11,8,7,4,0,2,0,4,11,10,14,4,11,6,0,1,10,19,9,0,5,0,0,0,2
49,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,1,5,0,3,0,6,0,0,0,8,2,2,2,0,6,7,18,21,11,1,0,6,2,0,0,2,8,12,2,14,17,22,18,22,30,26,36,28,20,15,7,9,6,2,0,0,0,1,9,12,14,4,10,3,0,4,10,16,7,3,5,0,0,0
50,0,0,0,4,0,0,0,4,8,0,0,0,0,0,1,0,0,5,0,3,1,7,0,0,0,4,0,0,3,0,3,8,17,20,10,1,0,4,3,0,0,0,9,13,4,10,15,20,19,26,26,26,37,27,16,23,13,4,2,0,1,0,1,5,5,9,10,1,10,4,0,3,11,12,4,0,6,0,1
51,0,0,0,0,3,0,0,0,0,7,0,3,0,3,0,2,0,0,8,0,0,0,6,0,2,0,6,0,0,9,1,4,7,14,19,9,0,0,1,1,2,0,0,6,19,9,9,12,17,17,24,28,27,36,33,23,24,14,2,1,0,0,0,0,7,5,9,9,0,7,7,0,1,9,15,5,0,4,0
52,0,0,0,0,0,5,1,0,1,0,8,0,0,0,1,0,0,3,0,11,5,5,0,2,0,0,0,3,0,0,6,0,5,8,13,21,11,0,0,4,0,0,5,5,9,15,8,7,17,16,14,22,33,26,33,34,24,20,10,0,6,0,5,0,0,4,1,7,11,5,4,4,5,0,6,12,10,0,9
53,0,0,0,0,0,0,1,0,0,0,0,5,8,0,0,0,0,0,0,1,7,1,5,0,0,8,0,0,0,0,0,3,0,1,6,11,20,10,0,0,2,8,0,1,3,7,13,5,7,14,24,14,23,31,24,29,31,23,28,18,6,4,0,2,0,0,4,1,3,7,2,2,0,13,3,6,8,18,8
54,0,0,0,0,0,2,1,0,1,0,1,0,1,5,0,0,0,3,0,3,6,12,2,1,0,0,6,0,0,0,0,0,4,1,0,8,10,19,9,3,0,0,13,5,0,0,6,11,10,6,14,22,19,21,28,25,26,27,19,24,23,13,9,0,0,0,0,2,3,8,4,0,7,3,10,0,11,8,23
55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,2,10,10,1,0,0,6,0,0,2,2,0,0,0,0,16,9,14,5,3,0,3,9,4,0,0,2,7,7,5,14,18,18,20,23,27,34,26,27,20,22,12,6,0,0,2,0,0,0,6,3,0,6,1,10,1,10,13
56,0,0,0,4,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5,6,0,0,0,7,0,0,0,1,0,0,0,6,14,10,14,4,0,1,4,5,0,0,0,3,11,3,4,15,14,14,28,20,24,30,21,28,18,23,16,6,0,0,0,0,1,0,5,4,0,3,0,11,1,11
57,0,10,10,0,3,0,0,0,0,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,6,0,0,0,0,0,0,0,5,10,7,13,3,0,0,3,15,5,0,0,1,9,2,5,25,15,18,27,19,22,29,19,27,17,20,15,5,0,0,0,0,0,0,1,2,0,2,1,9,1
58,0,0,8,8,0,0,0,0,0,8,15,7,0,0,0,0,0,0,0,0,0,0,0,2,0,4,4,1,0,0,6,0,0,0,0,0,2,0,1,8,7,13,3,0,0,5,15,5,0,0,1,9,0,15,25,15,18,29,19,24,25,19,23,15,20,16,12,2,0,0,0,1,0,1,1,1,0,1,5
59,0,0,0,7,7,2,1,0,1,0,9,12,3,0,0,0,0,3,0,3,5,5,0,0,0,0,2,1,0,0,0,3,1,1,0,2,0,1,0,4,6,3,18,8,0,0,5,13,10,0,0,0,14,5,13,26,16,19,25,15,29,24,24,22,13,17,12,10,4,5,0,0,6,0,0,0,6,0,6
60,0,10,10,0,6,4,0,0,0,11,1,6,10,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,4,8,14,7,10,0,3,9,7,0,0,4,24,14,16,25,15,17,24,19,28,20,21,21,12,15,11,7,0,2,0,0,4,0,0,0,4,0
61,0,0,7,18,8,5,3,8,4,1,10,0,3,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,3,7,12,4,8,0,2,17,7,0,0,14,22,18,15,22,12,14,23,18,27,28,20,19,10,13,10,6,0,4,0,0,3,0,0,0,3
62,0,0,0,8,17,10,6,2,9,0,2,7,0,0,7,0,0,3,0,3,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,5,0,0,5,8,4,8,3,6,5,7,13,5,5,4,11,23,15,12,18,8,19,22,23,26,26,17,15,8,15,15,5,0,9,0,0,0,5,0,5
63,0,0,0,0,7,22,14,5,2,6,4,0,3,0,0,3,0,2,0,2,5,7,4,0,0,0,0,0,0,0,0,0,4,5,0,5,0,0,0,2,2,0,2,7,5,1,7,1,8,4,3,10,7,2,1,11,19,11,8,14,10,18,24,22,23,23,14,14,13,17,11,1,2,5,0,0,2,1,2
